subjectid,condition,counterbalance,responsenumber,phase,trialnumber,F1,F2,response,correctresponse,accuracy,rt
54,partial,5,14,training,14,6,6,0,0,1,0.284775
54,partial,5,15,training,15,0,6,1,1,1,0.000144
54,partial,5,16,training,16,1,5,1,1,1,0.000147
54,partial,5,17,training,17,1,5,1,1,1,0.542608
54,partial,5,18,training,18,0,6,1,1,1,1.624150
54,partial,5,19,training,19,5,5,0,0,1,0.017414
54,partial,5,20,training,20,0,0,0,0,1,0.000094
54,partial,5,21,training,21,6,6,0,0,1,2.452887
54,partial,5,22,training,22,1,5,1,1,1,0.000167
54,partial,5,23,training,23,1,1,0,0,1,1.507967
54,partial,5,24,training,24,0,6,1,1,1,1.991526
54,partial,5,25,training,25,1,5,1,1,1,0.684706
54,partial,5,26,training,26,6,6,0,0,1,0.000107
54,partial,5,27,training,27,0,0,0,0,1,1.975410
54,partial,5,28,training,28,5,5,0,0,1,0.000094
54,partial,5,29,training,29,0,6,1,1,1,0.194237
54,partial,5,30,training,30,1,1,0,0,1,0.103860
54,partial,5,31,training,31,1,5,1,1,1,0.347741
54,partial,5,32,training,32,0,6,1,1,1,1.492445
54,partial,5,33,training,33,1,1,0,0,1,2.456771
54,partial,5,34,training,34,0,6,1,1,1,0.000144
54,partial,5,35,training,35,0,0,0,0,1,3.174635
54,partial,5,36,training,36,6,6,0,0,1,0.409556
54,partial,5,37,training,37,1,5,1,1,1,0.251843
54,partial,5,38,training,38,0,6,1,1,1,0.000148
54,partial,5,39,training,39,1,5,1,1,1,1.197780
54,partial,5,40,training,40,5,5,0,0,1,0.000092
54,partial,5,41,training,41,5,5,0,0,1,0.996936
54,partial,5,42,training,42,0,0,0,0,1,0.246096
54,partial,5,43,training,43,1,1,0,0,1,1.684105
54,partial,5,44,training,44,1,5,1,1,1,0.000144
54,partial,5,45,training,45,0,6,1,1,1,0.631610
54,partial,5,46,training,46,0,6,1,1,1,0.734379
54,partial,5,47,training,47,1,5,1,1,1,0.070742
54,partial,5,48,training,48,6,6,0,0,1,0.237146
54,partial,5,49,training,49,1,5,1,1,1,0.247553
54,partial,5,50,training,50,0,6,1,1,1,0.009071
54,partial,5,51,training,51,0,0,0,0,1,0.000091
54,partial,5,52,training,52,0,6,1,1,1,0.000146
54,partial,5,53,training,53,1,5,1,1,1,0.742188
54,partial,5,54,training,54,5,5,0,0,1,0.000089
54,partial,5,55,training,55,6,6,0,0,1,0.001773
54,partial,5,56,training,56,1,1,0,0,1,0.130122
54,partial,5,57,training,57,1,1,0,0,1,0.131622
54,partial,5,58,training,58,0,6,1,1,1,0.000157
54,partial,5,59,training,59,1,5,1,1,1,0.096065
54,partial,5,60,training,60,0,0,0,0,1,0.844769
54,partial,5,61,training,61,5,5,0,0,1,0.074812
54,partial,5,62,training,62,1,5,1,1,1,0.003525
54,partial,5,63,training,63,6,6,0,0,1,0.172322
54,partial,5,64,training,64,0,6,1,1,1,0.021885
54,partial,5,65,training,65,0,6,1,1,1,0.000153
54,partial,5,66,training,66,0,6,1,1,1,0.000149
54,partial,5,67,training,67,5,5,0,0,1,0.000094
54,partial,5,68,training,68,1,5,1,1,1,0.105014
54,partial,5,69,training,69,6,6,0,0,1,0.069809
54,partial,5,70,training,70,1,5,1,1,1,0.062985
54,partial,5,71,training,71,1,1,0,0,1,1.152424
54,partial,5,72,training,72,0,0,0,0,1,0.693588
54,partial,5,73,training,73,6,6,0,0,1,0.000104
54,partial,5,74,training,74,5,5,0,0,1,0.844389
54,partial,5,75,training,75,0,6,1,1,1,0.000156
54,partial,5,76,training,76,0,0,0,0,1,1.041021
54,partial,5,77,training,77,0,6,1,1,1,2.399033
54,partial,5,78,training,78,1,5,1,1,1,0.222979
54,partial,5,79,training,79,1,1,0,0,1,0.038606
54,partial,5,80,training,80,1,5,1,1,1,1.318924
54,partial,5,81,training,81,0,0,0,0,1,0.563298
54,partial,5,82,training,82,1,5,1,1,1,0.000143
54,partial,5,83,training,83,1,5,1,1,1,0.303641
54,partial,5,84,training,84,1,1,0,0,1,0.367207
54,partial,5,85,training,85,5,5,0,0,1,0.009613
54,partial,5,86,training,86,0,6,1,1,1,0.140414
54,partial,5,87,training,87,0,6,1,1,1,0.017986
54,partial,5,88,training,88,6,6,0,0,1,0.671831
54,partial,5,89,training,89,1,5,1,1,1,1.017025
54,partial,5,90,training,90,1,1,0,0,1,0.000098
54,partial,5,91,training,91,0,6,1,1,1,0.999030
54,partial,5,92,training,92,6,6,0,0,1,0.950964
54,partial,5,93,training,93,1,5,1,1,1,0.096954
54,partial,5,94,training,94,0,6,1,1,1,0.741275
54,partial,5,95,training,95,5,5,0,0,1,0.124865
54,partial,5,96,training,96,0,0,0,0,1,0.136470
54,partial,5,97,generalization,1,3,3,0,NaN,NaN,2.490284
54,partial,5,98,generalization,2,4,5,0,NaN,NaN,2.300658
54,partial,5,99,generalization,3,4,2,0,NaN,NaN,0.289066
54,partial,5,100,generalization,4,3,2,0,NaN,NaN,0.074201
54,partial,5,101,generalization,5,5,6,0,NaN,NaN,0.409780
54,partial,5,102,generalization,6,2,3,0,NaN,NaN,3.317235
54,partial,5,103,generalization,7,6,5,0,NaN,NaN,0.010557
54,partial,5,104,generalization,8,6,1,0,NaN,NaN,0.000100
54,partial,5,105,generalization,9,3,1,0,NaN,NaN,0.456120
54,partial,5,106,generalization,10,4,0,0,NaN,NaN,0.207285
54,partial,5,107,generalization,11,5,4,0,NaN,NaN,1.324074
54,partial,5,108,generalization,12,4,3,1,NaN,NaN,2.529514
54,partial,5,109,generalization,13,5,0,0,NaN,NaN,0.000094
54,partial,5,110,generalization,14,3,6,1,NaN,NaN,0.000141
54,partial,5,111,generalization,15,2,5,1,NaN,NaN,2.026196
54,partial,5,112,generalization,16,2,4,1,NaN,NaN,2.747355
54,partial,5,113,generalization,17,4,6,0,NaN,NaN,1.798164
54,partial,5,114,generalization,18,4,1,0,NaN,NaN,0.000100
54,partial,5,115,generalization,19,1,3,1,NaN,NaN,6.094725
54,partial,5,116,generalization,20,1,4,1,NaN,NaN,0.000138
54,partial,5,117,generalization,21,0,2,0,NaN,NaN,1.818755
54,partial,5,118,generalization,22,0,0,0,NaN,NaN,2.223547
54,partial,5,119,generalization,23,6,0,0,NaN,NaN,0.145173
54,partial,5,120,generalization,24,5,3,0,NaN,NaN,0.000101
54,partial,5,121,generalization,25,0,3,1,NaN,NaN,0.976687
54,partial,5,122,generalization,26,2,2,0,NaN,NaN,0.949867
54,partial,5,123,generalization,27,2,1,0,NaN,NaN,0.105424
54,partial,5,124,generalization,28,0,1,0,NaN,NaN,0.407033
54,partial,5,125,generalization,29,6,6,0,NaN,NaN,0.007767
54,partial,5,126,generalization,30,6,3,0,NaN,NaN,0.532959
54,partial,5,127,generalization,31,1,1,0,NaN,NaN,0.812100
54,partial,5,128,generalization,32,3,5,1,NaN,NaN,1.979678
54,partial,5,129,generalization,33,1,6,1,NaN,NaN,0.000143
54,partial,5,130,generalization,34,0,6,1,NaN,NaN,0.000144
54,partial,5,131,generalization,35,0,5,1,NaN,NaN,0.000147
54,partial,5,132,generalization,36,5,5,0,NaN,NaN,0.000098
54,partial,5,133,generalization,37,3,0,0,NaN,NaN,0.000756
54,partial,5,134,generalization,38,2,0,0,NaN,NaN,0.096415
54,partial,5,135,generalization,39,5,2,0,NaN,NaN,2.287479
54,partial,5,136,generalization,40,6,4,0,NaN,NaN,0.000090
54,partial,5,137,generalization,41,6,2,0,NaN,NaN,1.541017
54,partial,5,138,generalization,42,5,1,0,NaN,NaN,1.143027
54,partial,5,139,generalization,43,1,0,0,NaN,NaN,0.000096
54,partial,5,140,generalization,44,1,2,1,NaN,NaN,1.700149
54,partial,5,141,generalization,45,3,4,1,NaN,NaN,0.706896
54,partial,5,142,generalization,46,2,6,1,NaN,NaN,0.709679
54,partial,5,143,generalization,47,1,5,1,NaN,NaN,0.140088
54,partial,5,144,generalization,48,0,4,1,NaN,NaN,0.000142
54,partial,5,145,generalization,49,4,4,0,NaN,NaN,0.305213
55,partial,8,1,training,1,0,6,1,0,0,1.941350
55,partial,8,2,training,2,1,1,0,1,0,2.391721
55,partial,8,3,training,3,0,0,0,0,1,0.000093
55,partial,8,4,training,4,6,6,0,1,0,0.372860
55,partial,8,5,training,5,1,5,1,1,1,1.560024
55,partial,8,6,training,6,0,6,1,1,1,0.289185
55,partial,8,7,training,7,1,5,1,1,1,1.557080
55,partial,8,8,training,8,5,5,0,0,1,0.633516
55,partial,8,9,training,9,1,5,1,1,1,2.481387
55,partial,8,10,training,10,0,0,0,0,1,0.341446
55,partial,8,11,training,11,0,6,1,1,1,0.056573
55,partial,8,12,training,12,1,5,1,1,1,0.945373
55,partial,8,13,training,13,5,5,0,0,1,0.353325
55,partial,8,14,training,14,6,6,0,0,1,0.489686
55,partial,8,15,training,15,0,6,1,1,1,1.293279
55,partial,8,16,training,16,1,1,0,0,1,0.153595
55,partial,8,17,training,17,0,6,1,1,1,0.857974
55,partial,8,18,training,18,5,5,0,0,1,0.267127
55,partial,8,19,training,19,6,6,0,0,1,0.085944
55,partial,8,20,training,20,1,5,1,1,1,0.615526
55,partial,8,21,training,21,1,5,1,1,1,0.761128
55,partial,8,22,training,22,0,6,1,1,1,0.633403
55,partial,8,23,training,23,0,0,0,0,1,0.567362
55,partial,8,24,training,24,1,1,0,0,1,0.839271
55,partial,8,25,training,25,1,5,1,1,1,0.871294
55,partial,8,26,training,26,6,6,0,0,1,0.000100
55,partial,8,27,training,27,1,1,0,0,1,0.000101
55,partial,8,28,training,28,1,5,1,1,1,0.268763
55,partial,8,29,training,29,0,6,1,1,1,0.413990
55,partial,8,30,training,30,0,6,1,1,1,0.456380
55,partial,8,31,training,31,0,0,0,0,1,1.360244
55,partial,8,32,training,32,5,5,0,0,1,0.911880
55,partial,8,33,training,33,0,6,1,1,1,1.447765
55,partial,8,34,training,34,1,5,1,1,1,0.116981
55,partial,8,35,training,35,0,0,0,0,1,0.028589
55,partial,8,36,training,36,1,1,0,0,1,1.638073
55,partial,8,37,training,37,5,5,0,0,1,0.001650
55,partial,8,38,training,38,1,5,1,1,1,2.246776
55,partial,8,39,training,39,6,6,0,0,1,0.198436
55,partial,8,40,training,40,0,6,1,1,1,0.019153
55,partial,8,41,training,41,1,5,1,1,1,0.028447
55,partial,8,42,training,42,0,0,0,0,1,0.599450
55,partial,8,43,training,43,1,1,0,0,1,0.000092
55,partial,8,44,training,44,1,5,1,1,1,0.603850
55,partial,8,45,training,45,0,6,1,1,1,0.498985
55,partial,8,46,training,46,0,6,1,1,1,0.696284
55,partial,8,47,training,47,6,6,0,0,1,0.697732
55,partial,8,48,training,48,5,5,0,0,1,0.857267
55,partial,8,49,training,49,1,1,0,0,1,0.651297
55,partial,8,50,training,50,5,5,0,0,1,0.245593
55,partial,8,51,training,51,1,5,1,1,1,0.179214
55,partial,8,52,training,52,1,5,1,1,1,0.552701
55,partial,8,53,training,53,0,6,1,1,1,0.000147
55,partial,8,54,training,54,6,6,0,0,1,0.368228
55,partial,8,55,training,55,0,0,0,0,1,0.434650
55,partial,8,56,training,56,0,6,1,1,1,0.342640
55,partial,8,57,training,57,1,1,0,0,1,1.369325
55,partial,8,58,training,58,0,0,0,0,1,0.238610
55,partial,8,59,training,59,6,6,0,0,1,0.009329
55,partial,8,60,training,60,0,6,1,1,1,0.000144
55,partial,8,61,training,61,0,6,1,1,1,0.552031
55,partial,8,62,training,62,5,5,0,0,1,1.504440
55,partial,8,63,training,63,1,5,1,1,1,0.091088
55,partial,8,64,training,64,1,5,1,1,1,0.285070
55,partial,8,65,training,65,1,1,0,0,1,0.031350
55,partial,8,66,training,66,0,6,1,1,1,0.056634
55,partial,8,67,training,67,5,5,0,0,1,0.442549
55,partial,8,68,training,68,0,6,1,1,1,0.458894
55,partial,8,69,training,69,6,6,0,0,1,0.964094
55,partial,8,70,training,70,1,5,1,1,1,6.430239
55,partial,8,71,training,71,1,5,1,1,1,0.924312
55,partial,8,72,training,72,0,0,0,0,1,0.443008
55,partial,8,73,training,73,0,6,1,1,1,0.495844
55,partial,8,74,training,74,0,0,0,0,1,0.029787
55,partial,8,75,training,75,1,5,1,1,1,0.171347
55,partial,8,76,training,76,1,5,1,1,1,0.448180
55,partial,8,77,training,77,1,1,0,0,1,2.548408
55,partial,8,78,training,78,6,6,0,0,1,0.000095
55,partial,8,79,training,79,5,5,0,0,1,0.624362
55,partial,8,80,training,80,0,6,1,1,1,0.181239
55,partial,8,81,training,81,0,6,1,1,1,0.010657
55,partial,8,82,training,82,1,1,0,0,1,0.131822
55,partial,8,83,training,83,1,5,1,1,1,0.527382
55,partial,8,84,training,84,6,6,0,0,1,0.446577
55,partial,8,85,training,85,0,6,1,1,1,0.209030
55,partial,8,86,training,86,1,5,1,1,1,0.276921
55,partial,8,87,training,87,5,5,0,0,1,0.162139
55,partial,8,88,training,88,0,0,0,0,1,2.272432
55,partial,8,89,training,89,0,6,1,1,1,0.499568
55,partial,8,90,training,90,0,0,0,0,1,0.004420
55,partial,8,91,training,91,6,6,0,0,1,0.356737
55,partial,8,92,training,92,5,5,0,0,1,0.446303
55,partial,8,93,training,93,1,1,0,0,1,0.568705
55,partial,8,94,training,94,0,6,1,1,1,0.000139
55,partial,8,95,training,95,1,5,1,1,1,0.000145
55,partial,8,96,training,96,1,5,1,1,1,0.553372
55,partial,8,97,generalization,1,1,0,0,NaN,NaN,0.061320
55,partial,8,98,generalization,2,4,3,0,NaN,NaN,8.296223
55,partial,8,99,generalization,3,1,5,1,NaN,NaN,0.133994
55,partial,8,100,generalization,4,6,5,0,NaN,NaN,0.091983
55,partial,8,101,generalization,5,5,4,0,NaN,NaN,0.223594
55,partial,8,102,generalization,6,3,4,1,NaN,NaN,0.679240
55,partial,8,103,generalization,7,4,0,1,NaN,NaN,1.010295
55,partial,8,104,generalization,8,1,6,1,NaN,NaN,1.229420
55,partial,8,105,generalization,9,0,5,1,NaN,NaN,0.423034
55,partial,8,106,generalization,10,5,2,1,NaN,NaN,0.692195
55,partial,8,107,generalization,11,0,0,0,NaN,NaN,0.766977
55,partial,8,108,generalization,12,3,3,0,NaN,NaN,4.307586
55,partial,8,109,generalization,13,5,5,0,NaN,NaN,0.152098
55,partial,8,110,generalization,14,1,2,1,NaN,NaN,1.364873
55,partial,8,111,generalization,15,6,1,1,NaN,NaN,0.130432
55,partial,8,112,generalization,16,3,5,1,NaN,NaN,0.670090
55,partial,8,113,generalization,17,6,4,1,NaN,NaN,0.578017
55,partial,8,114,generalization,18,6,3,1,NaN,NaN,0.960706
55,partial,8,115,generalization,19,5,0,1,NaN,NaN,0.329924
55,partial,8,116,generalization,20,0,4,1,NaN,NaN,0.746667
55,partial,8,117,generalization,21,3,6,0,NaN,NaN,4.192588
55,partial,8,118,generalization,22,2,5,0,NaN,NaN,0.685453
55,partial,8,119,generalization,23,0,6,1,NaN,NaN,0.000145
55,partial,8,120,generalization,24,5,1,1,NaN,NaN,0.017750
55,partial,8,121,generalization,25,4,1,1,NaN,NaN,0.115406
55,partial,8,122,generalization,26,1,3,0,NaN,NaN,0.302896
55,partial,8,123,generalization,27,4,6,0,NaN,NaN,0.375668
55,partial,8,124,generalization,28,6,0,1,NaN,NaN,0.120854
55,partial,8,125,generalization,29,2,1,1,NaN,NaN,0.468877
55,partial,8,126,generalization,30,6,2,1,NaN,NaN,0.641235
55,partial,8,127,generalization,31,4,2,1,NaN,NaN,0.000141
55,partial,8,128,generalization,32,0,2,0,NaN,NaN,0.681566
55,partial,8,129,generalization,33,0,1,0,NaN,NaN,0.226290
55,partial,8,130,generalization,34,0,3,1,NaN,NaN,2.074656
55,partial,8,131,generalization,35,3,1,0,NaN,NaN,1.335862
55,partial,8,132,generalization,36,5,6,0,NaN,NaN,0.840278
55,partial,8,133,generalization,37,5,3,1,NaN,NaN,0.157859
55,partial,8,134,generalization,38,3,2,1,NaN,NaN,0.066195
55,partial,8,135,generalization,39,1,1,0,NaN,NaN,0.524918
55,partial,8,136,generalization,40,2,4,1,NaN,NaN,1.745679
55,partial,8,137,generalization,41,2,0,0,NaN,NaN,0.479673
55,partial,8,138,generalization,42,2,2,1,NaN,NaN,0.028595
55,partial,8,139,generalization,43,1,4,1,NaN,NaN,0.422094
55,partial,8,140,generalization,44,2,6,1,NaN,NaN,0.804806
55,partial,8,141,generalization,45,3,0,0,NaN,NaN,0.602796
55,partial,8,142,generalization,46,4,4,1,NaN,NaN,0.370745
55,partial,8,143,generalization,47,2,3,1,NaN,NaN,0.525174
55,partial,8,144,generalization,48,6,6,0,NaN,NaN,0.467938
55,partial,8,145,generalization,49,4,5,0,NaN,NaN,0.480294
56,partial,3,1,training,1,0,0,0,0,1,1.819603
56,partial,3,2,training,2,0,6,1,0,0,2.324284
56,partial,3,3,training,3,6,6,0,0,1,1.482302
56,partial,3,4,training,4,1,5,1,1,1,0.765009
56,partial,3,5,training,5,0,6,1,0,0,1.983334
56,partial,3,6,training,6,5,5,0,0,1,1.010093
56,partial,3,7,training,7,1,1,0,0,1,2.907190
56,partial,3,8,training,8,1,5,1,1,1,0.396029
56,partial,3,9,training,9,5,5,0,1,0,0.345550
56,partial,3,10,training,10,6,6,0,1,0,0.663151
56,partial,3,11,training,11,1,1,0,0,1,0.359092
56,partial,3,12,training,12,0,6,1,0,0,0.385088
56,partial,3,13,training,13,1,5,1,0,0,0.264659
56,partial,3,14,training,14,1,5,1,0,0,0.015417
56,partial,3,15,training,15,0,6,1,0,0,0.203400
56,partial,3,16,training,16,0,0,0,0,1,0.483366
56,partial,3,17,training,17,0,6,1,1,1,0.000143
56,partial,3,18,training,18,1,5,1,1,1,0.154111
56,partial,3,19,training,19,0,6,1,1,1,0.052875
56,partial,3,20,training,20,1,1,0,0,1,0.000103
56,partial,3,21,training,21,6,6,0,0,1,0.451222
56,partial,3,22,training,22,0,0,0,0,1,0.094384
56,partial,3,23,training,23,1,5,1,1,1,0.345165
56,partial,3,24,training,24,5,5,0,0,1,0.493189
56,partial,3,25,training,25,0,0,0,0,1,0.000103
56,partial,3,26,training,26,1,5,1,1,1,1.640240
56,partial,3,27,training,27,0,6,1,1,1,0.028210
56,partial,3,28,training,28,5,5,0,0,1,0.423779
56,partial,3,29,training,29,1,1,0,0,1,0.440898
56,partial,3,30,training,30,6,6,0,0,1,2.614021
56,partial,3,31,training,31,1,5,1,1,1,1.069285
56,partial,3,32,training,32,0,6,1,1,1,1.259590
56,partial,3,33,training,33,0,6,1,1,1,0.000138
56,partial,3,34,training,34,5,5,0,0,1,0.400766
56,partial,3,35,training,35,6,6,0,0,1,2.327035
56,partial,3,36,training,36,0,0,0,0,1,0.129466
56,partial,3,37,training,37,1,5,1,1,1,0.517410
56,partial,3,38,training,38,1,1,0,0,1,0.532961
56,partial,3,39,training,39,0,6,1,1,1,0.382541
56,partial,3,40,training,40,1,5,1,1,1,3.130819
56,partial,3,41,training,41,0,0,0,0,1,0.314054
56,partial,3,42,training,42,1,5,1,1,1,0.269983
56,partial,3,43,training,43,6,6,0,0,1,0.534037
56,partial,3,44,training,44,0,6,1,1,1,0.421161
56,partial,3,45,training,45,1,1,0,0,1,0.523074
56,partial,3,46,training,46,5,5,0,0,1,0.964718
56,partial,3,47,training,47,1,5,1,1,1,0.446617
56,partial,3,48,training,48,0,6,1,1,1,1.487849
56,partial,3,49,training,49,5,5,0,0,1,0.445740
56,partial,3,50,training,50,1,1,0,0,1,0.703318
56,partial,3,51,training,51,0,0,0,0,1,3.112071
56,partial,3,52,training,52,0,6,1,1,1,0.729651
56,partial,3,53,training,53,6,6,0,0,1,0.446430
56,partial,3,54,training,54,1,5,1,1,1,1.475508
56,partial,3,55,training,55,0,6,1,1,1,0.118719
56,partial,3,56,training,56,1,5,1,1,1,0.000143
56,partial,3,57,training,57,0,6,1,1,1,1.193861
56,partial,3,58,training,58,6,6,0,0,1,0.153827
56,partial,3,59,training,59,5,5,0,0,1,0.570981
56,partial,3,60,training,60,1,5,1,1,1,1.318967
56,partial,3,61,training,61,0,0,0,0,1,0.000096
56,partial,3,62,training,62,0,6,1,1,1,0.631709
56,partial,3,63,training,63,1,5,1,1,1,0.665222
56,partial,3,64,training,64,1,1,0,0,1,0.350459
56,partial,3,65,training,65,0,6,1,1,1,0.686809
56,partial,3,66,training,66,0,6,1,1,1,0.065969
56,partial,3,67,training,67,5,5,0,0,1,1.215124
56,partial,3,68,training,68,1,5,1,1,1,0.457887
56,partial,3,69,training,69,1,5,1,1,1,0.751822
56,partial,3,70,training,70,0,0,0,0,1,0.023421
56,partial,3,71,training,71,6,6,0,0,1,1.658144
56,partial,3,72,training,72,1,1,0,0,1,3.398888
56,partial,3,73,training,73,6,6,0,0,1,0.400099
56,partial,3,74,training,74,1,5,1,1,1,0.532469
56,partial,3,75,training,75,1,1,0,0,1,0.592848
56,partial,3,76,training,76,5,5,0,0,1,2.352704
56,partial,3,77,training,77,0,6,1,1,1,1.066738
56,partial,3,78,training,78,1,5,1,1,1,9.433955
56,partial,3,79,training,79,0,0,0,0,1,3.087724
56,partial,3,80,training,80,0,6,1,1,1,0.308958
56,partial,3,81,training,81,1,5,1,1,1,2.834402
56,partial,3,82,training,82,5,5,0,0,1,2.640365
56,partial,3,83,training,83,0,0,0,0,1,1.586362
56,partial,3,84,training,84,6,6,0,0,1,0.912737
56,partial,3,85,training,85,0,6,1,1,1,0.930703
56,partial,3,86,training,86,0,6,1,1,1,5.616541
56,partial,3,87,training,87,1,5,1,1,1,0.379388
56,partial,3,88,training,88,1,1,0,0,1,0.836508
56,partial,3,89,training,89,1,1,0,0,1,0.472896
56,partial,3,90,training,90,0,0,0,0,1,0.004480
56,partial,3,91,training,91,0,6,1,1,1,1.703977
56,partial,3,92,training,92,1,5,1,1,1,1.395981
56,partial,3,93,training,93,5,5,0,0,1,0.408393
56,partial,3,94,training,94,6,6,0,0,1,0.735892
56,partial,3,95,training,95,1,5,1,1,1,1.098195
56,partial,3,96,training,96,0,6,1,1,1,2.732202
56,partial,3,97,generalization,1,5,0,0,NaN,NaN,2.150801
56,partial,3,98,generalization,2,4,4,0,NaN,NaN,3.413843
56,partial,3,99,generalization,3,5,3,0,NaN,NaN,0.149841
56,partial,3,100,generalization,4,1,6,1,NaN,NaN,0.461062
56,partial,3,101,generalization,5,2,5,1,NaN,NaN,0.491013
56,partial,3,102,generalization,6,3,0,0,NaN,NaN,0.639765
56,partial,3,103,generalization,7,6,4,0,NaN,NaN,0.332971
56,partial,3,104,generalization,8,1,3,1,NaN,NaN,0.560109
56,partial,3,105,generalization,9,6,5,0,NaN,NaN,1.265287
56,partial,3,106,generalization,10,5,4,0,NaN,NaN,0.002886
56,partial,3,107,generalization,11,5,1,0,NaN,NaN,1.410776
56,partial,3,108,generalization,12,6,6,0,NaN,NaN,0.648065
56,partial,3,109,generalization,13,3,2,1,NaN,NaN,1.033588
56,partial,3,110,generalization,14,0,0,0,NaN,NaN,0.613516
56,partial,3,111,generalization,15,5,6,0,NaN,NaN,0.196747
56,partial,3,112,generalization,16,0,2,1,NaN,NaN,1.977837
56,partial,3,113,generalization,17,2,1,0,NaN,NaN,0.613853
56,partial,3,114,generalization,18,3,1,0,NaN,NaN,0.753405
56,partial,3,115,generalization,19,1,4,1,NaN,NaN,0.000149
56,partial,3,116,generalization,20,2,0,0,NaN,NaN,0.083785
56,partial,3,117,generalization,21,5,2,0,NaN,NaN,1.870141
56,partial,3,118,generalization,22,4,0,0,NaN,NaN,1.342458
56,partial,3,119,generalization,23,4,5,0,NaN,NaN,1.164823
56,partial,3,120,generalization,24,0,4,1,NaN,NaN,0.086860
56,partial,3,121,generalization,25,3,5,0,NaN,NaN,0.633237
56,partial,3,122,generalization,26,6,1,0,NaN,NaN,2.243108
56,partial,3,123,generalization,27,1,0,0,NaN,NaN,0.935980
56,partial,3,124,generalization,28,4,2,0,NaN,NaN,0.489954
56,partial,3,125,generalization,29,0,5,1,NaN,NaN,0.000137
56,partial,3,126,generalization,30,2,4,0,NaN,NaN,0.869857
56,partial,3,127,generalization,31,3,6,0,NaN,NaN,1.499797
56,partial,3,128,generalization,32,4,1,0,NaN,NaN,0.282600
56,partial,3,129,generalization,33,4,6,0,NaN,NaN,0.175782
56,partial,3,130,generalization,34,0,6,1,NaN,NaN,1.516924
56,partial,3,131,generalization,35,3,3,0,NaN,NaN,2.481737
56,partial,3,132,generalization,36,6,3,0,NaN,NaN,3.729944
56,partial,3,133,generalization,37,1,5,1,NaN,NaN,1.684822
56,partial,3,134,generalization,38,6,0,0,NaN,NaN,1.140431
56,partial,3,135,generalization,39,1,1,0,NaN,NaN,3.513484
56,partial,3,136,generalization,40,5,5,0,NaN,NaN,0.604345
56,partial,3,137,generalization,41,3,4,0,NaN,NaN,2.314257
56,partial,3,138,generalization,42,2,2,0,NaN,NaN,3.194187
56,partial,3,139,generalization,43,0,1,0,NaN,NaN,0.113394
56,partial,3,140,generalization,44,2,3,0,NaN,NaN,0.179766
56,partial,3,141,generalization,45,0,3,0,NaN,NaN,2.035748
56,partial,3,142,generalization,46,2,6,0,NaN,NaN,0.613291
56,partial,3,143,generalization,47,1,2,0,NaN,NaN,0.392152
56,partial,3,144,generalization,48,6,2,0,NaN,NaN,0.000090
56,partial,3,145,generalization,49,4,3,0,NaN,NaN,0.000104
57,partial,4,1,training,1,6,6,0,0,1,5.042045
57,partial,4,2,training,2,0,6,1,0,0,0.277676
57,partial,4,3,training,3,1,5,1,1,1,1.326404
57,partial,4,4,training,4,1,1,0,1,0,0.354798
57,partial,4,5,training,5,0,6,1,0,0,0.013670
57,partial,4,6,training,6,5,5,0,0,1,0.962719
57,partial,4,7,training,7,1,5,1,0,0,0.911054
57,partial,4,8,training,8,0,0,0,1,0,3.579334
57,partial,4,9,training,9,0,6,1,0,0,0.661743
57,partial,4,10,training,10,1,5,1,0,0,0.000094
57,partial,4,11,training,11,1,1,0,1,0,0.227275
57,partial,4,12,training,12,5,5,0,0,1,0.456945
57,partial,4,13,training,13,0,6,1,1,1,1.469609
57,partial,4,14,training,14,6,6,0,0,1,0.000094
57,partial,4,15,training,15,1,5,1,1,1,0.063620
57,partial,4,16,training,16,0,0,0,0,1,0.000105
57,partial,4,17,training,17,0,0,0,1,0,0.000151
57,partial,4,18,training,18,1,5,1,0,0,0.000092
57,partial,4,19,training,19,1,5,1,0,0,0.000108
57,partial,4,20,training,20,1,1,0,0,1,0.767055
57,partial,4,21,training,21,0,6,1,1,1,1.060195
57,partial,4,22,training,22,0,6,1,0,0,1.852131
57,partial,4,23,training,23,5,5,0,0,1,0.000101
57,partial,4,24,training,24,6,6,0,1,0,0.176117
57,partial,4,25,training,25,1,1,0,1,0,0.129761
57,partial,4,26,training,26,1,5,1,0,0,0.000095
57,partial,4,27,training,27,0,0,0,0,1,0.000095
57,partial,4,28,training,28,0,6,1,1,1,0.096809
57,partial,4,29,training,29,6,6,0,0,1,0.785555
57,partial,4,30,training,30,5,5,0,1,0,0.661487
57,partial,4,31,training,31,0,6,1,0,0,0.000094
57,partial,4,32,training,32,1,5,1,0,0,0.544306
57,partial,4,33,training,33,1,1,0,0,1,0.302655
57,partial,4,34,training,34,0,0,0,0,1,0.200977
57,partial,4,35,training,35,1,5,1,1,1,0.542557
57,partial,4,36,training,36,1,5,1,0,0,0.715763
57,partial,4,37,training,37,0,6,1,0,0,0.681326
57,partial,4,38,training,38,6,6,0,0,1,0.049279
57,partial,4,39,training,39,5,5,0,0,1,0.000095
57,partial,4,40,training,40,0,6,1,1,1,0.264428
57,partial,4,41,training,41,0,6,1,1,1,0.428399
57,partial,4,42,training,42,1,5,1,0,0,0.000096
57,partial,4,43,training,43,1,1,0,0,1,0.147888
57,partial,4,44,training,44,5,5,0,0,1,0.000102
